"director_name","duration","actor_2_name","gross","actor_1_name","movie_title","actor_3_name","language","country","budget","title_year","imdb_score","genres"
"Benjamin Dickinson",97,"Alexia Rasmussen",62480,"Nora Zehetner","Creative Control ","Meredith Hagner","English","USA",1000000,2015,5.5,"Drama"
"Hal Haberman",81,"Paul Blackthorne",6387,"Michael Rapaport","Special ","Ian Bohen","English","USA",1000000,2006,6.9,"Comedy"
"Brian Trenchard-Smith",88,"Mariel Hemingway",721,"David Keith","In Her Line of Fire ","Jesse Hutch","English","Germany",1000000,2006,4.1,"Action"
"Frank Whaley",96,"Frank Whaley",703,"Lynn Cohen","The Jimmy Show ","Heather Bucha","English","USA",1500000,2001,5.4,"Comedy"
"Danny Boyle",101,"Spencer Wilding",2319187,"Rosario Dawson","Trance ","Tuppence Middleton","English","UK",20000000,2013,7,"Crime"
"Elia Kazan",108,"Karl Malden",9600000,"Marlon Brando","On the Waterfront ","Rod Steiger","English","USA",910000,1954,8.2,"Crime"
"Kat Coiro",100,"Geoff Stults",20186,"Justin Kirk","L!fe Happens ","Kristen Johnston","English","USA",930000,2011,5.7,"Comedy"
"David Slade",104,"G.J. Echternkamp",1007962,"Odessa Rae","Hard Candy ","Patrick Wilson","English","USA",950000,2005,7.1,"Crime"
"Jamie Babbit",91,"David Gallagher",381186,"Katy Mixon","The Quiet ","Edie Falco","English","USA",900000,2005,6.4,"Drama"
"Ryan Coogler",85,"Melonie Diaz",16097842,"Ahna O'Reilly","Fruitvale Station ","Ariana Neal","English","USA",900000,2013,7.5,"Biography"
"Ramaa Mosley",101,"Michael Angarano",6643,"Jack McBrayer","The Brass Teapot ","Alia Shawkat","English","USA",900000,2012,6.4,"Comedy"
"Charles Herman-Wurmfeld",88,"Rian Bishop",442638,"John Enos III","The Hammer ","Adam Carolla","English","USA",850000,2007,7.3,"Comedy"
"Ric Roman Waugh",112,"Harold Perrineau",42919096,"Dwayne Johnson","Snitch ","Nadine Velazquez","English","USA",15000000,2013,6.5,"Action"
"C. Jay Cox",107,"Rob McElhenney",819939,"Joseph Gordon-Levitt","Latter Days ","Jacqueline Bisset","English","USA",850000,2003,7.2,"Comedy"
"Jamie Travis",88,"Ari Graynor",1243961,"James Wolk","For a Good Time, Call... ","Nia Vardalos","English","USA",850000,2012,6,"Comedy"
"Rich Christiano",95,"D. David Morin",15278,"Gavin MacLeod","Time Changer ","Hal Linden","English","USA",825000,2002,5.6,"Drama"
"Todd Solondz",88,"Ken Leung",4771000,"Heather Matarazzo","Welcome to the Dollhouse ","Christina Vidal","English","USA",800000,1995,7.5,"Comedy"
"Victor Nunez",114,"Todd Field",1001437,"Allison Dean","Ruby in Paradise ","Dorothy Lyman","English","USA",800000,1993,7.2,"Drama"
"Peter Sollett",88,"Melonie Diaz",2073984,"Victor Rasuk","Raising Victor Vargas ","Judy Marte","English","France",800000,2002,7.2,"Drama"
"Rod Lurie",104,"Kathryn Morris",144583,"Kevin Pollak","Deterrence ","Timothy Hutton","English","France",800000,1999,6.5,"Drama"
"Shane Dawson",93,"Kurt Angle",35688,"Shane Dawson","Not Cool ","Cherami Leigh","English","USA",600000,2014,5.1,"Comedy"
"Ryan Little",90,"Larry Bagby",1310270,"Corbin Allred","Saints and Soldiers ","Kirby Heyborne","English","USA",780000,2003,6.8,"Action"
"George Lucas",112,"Ron Howard",115000000,"Harrison Ford","American Graffiti ","Mackenzie Phillips","English","USA",777000,1973,7.5,"Comedy"
"Matt Maiellaro",86,"Fred Armisen",5518918,"Tina Fey","Aqua Teen Hunger Force Colon Movie Film for Theaters ","Chris Kattan","English","USA",750000,2007,6.9,"Action"
"Colin Trevorrow",86,"Mark Duplass",4007792,"Mary Lynn Rajskub","Safety Not Guaranteed ","Jeff Garlin","English","USA",750000,2012,7,"Comedy"
"Ben Wheatley",95,"Ben Crompton",26297,"MyAnna Buring","Kill List ","Neil Maskell","English","UK",500000,2011,6.3,"Crime"
"Ti West",101,"Jake Ryan",77501,"Lena Dunham","The Innkeepers ","Pat Healy","English","USA",750000,2011,5.5,"Horror"
"David S. Goyer",89,"Atticus Shaffer",42638165,"Gary Oldman","The Unborn ","Rachel Brosnahan","English","USA",16000000,2009,4.8,"Drama"
"Neil Burger",88,"Christel Khalil",47329,"Raymond J. Barry","Interview with the Assassin ","Renee Faia","English","USA",750000,2002,6.6,"Drama"
"Oliver Blackburn",99,"Nichola Burley",18378,"Julian Morris","Donkey Punch ","Tom Burke","English","UK",900000,2008,5.2,"Crime"
"Steve James",170,"Arthur Agee",7830611,"William Gates","Hoop Dreams ","Isiah Thomas","English","USA",700000,1994,8.3,"Documentary"
"Michael Cuesta",97,"Bruce Altman",1141829,"Adam LeFevre","L.I.E. ","Walter Masterson","English","USA",700000,2001,7.2,"Crime"
"Peter Jackson",201,"Thomas Kretschmann",218051260,"Naomi Watts","King Kong ","Evan Parke","English","New Zealand",207000000,2005,7.2,"Action"
"Jaume Collet-Serra",108,"Paris Hilton",32048809,"Robert Ri'chard","House of Wax ","Brian Van Holt","English","Australia",30000000,2005,5.3,"Horror"
"Ryan Fleck",106,"Tristan Mack Wilds",2694973,"Ryan Gosling","Half Nelson ","Jeff Lima","English","USA",700000,2006,7.2,"Drama"
"Jennifer Wynne Farmer",107,"Akima",10508,"Irene Bedard","Naturally Native ","Max Gail","English","USA",700000,1998,6.5,"Drama"
"Christopher Scott Cherot",84,"Robinne Lee",2301777,"Hill Harper","Hav Plenty ","Chenoa Maxwell","English","USA",650000,1997,6.5,"Comedy"
"Mark Sandrich",81,"Edward Everett Horton",3000000,"Ginger Rogers","Top Hat ","Eric Blore","English","USA",609000,1935,7.8,"Comedy"
"Daniel Myrick",81,"Joshua Leonard",140530114,"Heather Donahue","The Blair Witch Project ","Michael C. Williams","English","USA",60000,1999,6.4,"Horror"
"Michael Wadleigh",215,"Jimi Hendrix",13300000,"Joe Cocker","Woodstock ","Joan Baez","English","USA",600000,1970,8.1,"Documentary"
"Jon Gunn",106,"David A.R. White",171988,"Stacy Keach","Mercy Streets ","Cynthia Watros","English","USA",600000,2000,5.6,"Action"
"Gene Teigland",103,"Matthew Feeney",23616,"Kendyl Joi","Arnolds Park ","Tac Fitzgerald","English","USA",600000,2007,5.6,"Mystery"
"Scott Ziehl",90,"Jason London",13493,"William Smith","Broken Vessels ","Brent David Fraser","English","USA",600000,1998,6.6,"Drama"
"Richard Lester",87,"Ringo Starr",515005,"Paul McCartney","A Hard Day's Night ","George Harrison","English","UK",560000,1964,7.7,"Comedy"
"U. Roberto Romano",80,"",2245,"","The Harvest/La Cosecha ","","English","USA",560000,2011,7.2,"Documentary"
"Alex Kendrick",122,"Ken Bevel",33451479,"Kirk Cameron","Fireproof ","Erin Bethea","English","USA",500000,2008,6.5,"Drama"
"Joe Camp",86,"Peter Breck",39552600,"Frances Bavier","Benji ","Edgar Buchanan","English","USA",500000,1974,6.1,"Adventure"
"Chris Kentis",79,"Saul Stein",30500882,"Blanchard Ryan","Open Water ","Daniel Travis","English","USA",500000,2003,5.7,"Adventure"
"John 'Bud' Cardos",97,"Hoke Howell",17000000,"Woody Strode","Kingdom of the Spiders ","Tiffany Bolling","English","USA",500000,1977,5.9,"Horror"
"Tom McCarthy",89,"Joe Lo Truglio",5739376,"Peter Dinklage","The Station Agent ","Paula Garcés","English","USA",500000,2003,7.7,"Comedy"
"Brian Baugh",120,"Sean Michael Afable",3773863,"Randy Wayne","To Save a Life ","D. David Morin","English","USA",1000000,2009,7.1,"Drama"
"Barry W. Blaustein",108,"Vince McMahon",2047570,"Terry Funk","Beyond the Mat ","Mick Foley","English","USA",500000,1999,7.6,"Biography"
"Kurt Hale",102,"Lincoln Hoppe",1250798,"Kirby Heyborne","The Singles Ward ","Daryn Tufts","English","USA",500000,2002,6.4,"Comedy"
"Joseph Dorman",93,"Peter Riegert",906666,"Rachel Dratch","Sholem Aleichem: Laughing in the Darkness ","Jason Kravits","English","USA",500000,2011,6.8,"Documentary"
"Greg Harrison",86,"Ari Gold",1114943,"Rachel True","Groove ","Denny Kirkwood","English","USA",500000,2000,6.5,"Drama"
"Kurt Hale",101,"Big Budah",1111615,"Kirby Heyborne","The R.M. ","Curt Doussett","English","USA",500000,2003,6,"Comedy"
"Michael Polish",111,"William Katt",985341,"Sasha Alexander","Twin Falls Idaho ","Jon Gries","English","USA",500000,1999,7.3,"Drama"
"Jacob Aaron Estes",90,"Scott Mechlowicz",603943,"Rory Culkin","Mean Creek ","Trevor Morgan","English","USA",500000,2004,7.3,"Crime"
"Morgan J. Freeman",86,"Heather Matarazzo",334041,"Edie Falco","Hurricane Streets ","Lynn Cohen","English","USA",500000,1997,6.5,"Crime"
"Eric Schaeffer",98,"Bill Duke",295468,"Peter Dinklage","Never Again ","Michael McKean","English","USA",500000,2001,6,"Comedy"
"Neema Barnette",91,"LisaRaye McCoy",243347,"Monica Calhoun","Civil Brand ","Clifton Powell","English","USA",500000,2002,5.3,"Crime"
"Steve Buscemi",91,"Seymour Cassel",154077,"Kevin Corrigan","Lonesome Jim ","Mary Kay Place","English","USA",500000,2005,6.6,"Comedy"
"Molly Bernstein",88,"Ricky Jay",151389,"David Mamet","Deceptive Practice: The Mysteries and Mentors of Ricky Jay ","Dick Cavett","English","USA",500000,2012,7.1,"Documentary"
"Marius A. Markevicius",89,"Greg Speirs",133778,"Tommy Sheppard","The Other Dream Team ","Mickey Hart","English","USA",500000,2012,8.4,"Documentary"
"Justin Lin",84,"Jake Sandvig",52850,"Monique Gabriela Curnen","Finishing the Game: The Search for a New Bruce Lee ","Joe McQueen","English","USA",500000,2007,6.2,"Comedy"
"Quentin Dupieux",82,"Jack Plotnick",98017,"Haley Ramm","Rubber ","Cecelia Antoinette","English","France",500000,2010,5.8,"Comedy"
"Tim Johnson",94,"Matt Jones",177343675,"Jim Parsons","Home ","April Winchell","English","USA",135000000,2015,6.7,"Adventure"
"C. Jay Cox",100,"Amber Benson",31937,"Tori Spelling","Kiss the Bride ","Garrett M. Brown","English","USA",500000,2007,5.7,"Comedy"
"Alex Smith",112,"Clea DuVall",13134,"Ryan Gosling","The Slaughter Rule ","Eddie Spears","English","USA",500000,2002,6.1,"Drama"
"Gareth Edwards",94,"Whitney Able",237301,"Scoot McNairy","Monsters ","Ricky Catter","English","UK",500000,2010,6.4,"Drama"
"Sol Tryon",91,"Ann Dowd",12055,"Jim Gaffigan","The Living Wake ","Matthew Cowles","English","USA",500000,2007,6.5,"Comedy"
"Alex Craig Mann",87,"Christa B. Allen",1332,"Justin Chon","Detention of the Dead ","Max Adler","English","USA",500000,2012,4.6,"Comedy"
"Tamra Davis",93,"Katherine Boecher",37188667,"Britney Spears","Crossroads ","Dave Allen","English","USA",12000000,2002,3.3,"Comedy"
"Catherine Gund",82,"Sarah Callan",21199,"Elizabeth Streb","Born to Fly: Elizabeth Streb vs. Gravity ","Laura Flanders","English","USA",500000,2014,6.8,"Action"
"Sam Raimi",130,"Mila Kunis",234903076,"Tim Holmes","Oz the Great and Powerful ","James Franco","English","USA",215000000,2013,6.4,"Adventure"
"Matty Rich",91,"George T. Odom",2712293,"Lawrence Gilliard Jr.","Straight Out of Brooklyn ","Matty Rich","English","USA",450000,1991,5.9,"Crime"
"Paul Greengrass",107,"Nicholas Farrell",768045,"James Nesbitt","Bloody Sunday ","Tim Pigott-Smith","English","UK",2000000,2002,7.7,"Drama"
"Hans Canosa",84,"Thomas Lennon",379122,"Olivia Wilde","Conversations with Other Women ","Nora Zehetner","English","UK",450000,2005,7.1,"Comedy"
"Lloyd Kaufman",103,"Lloyd Kaufman",23000,"John Karyus","Poultrygeist: Night of the Chicken Dead ","Kate Graham","English","USA",500000,2006,6.2,"Comedy"
"Lloyd Bacon",89,"Dick Powell",2300000,"Ginger Rogers","42nd Street ","George Brent","English","USA",439000,1933,7.7,"Comedy"
"Whit Stillman",98,"Taylor Nichols",2938208,"Chris Eigeman","Metropolitan ","Ellia Thompson","English","USA",225000,1990,7.5,"Comedy"
"Jared Hess",92,"Diedrich Bader",44540956,"Jon Heder","Napoleon Dynamite ","Jon Gries","English","USA",400000,2004,6.9,"Comedy"
"Jeremy Saulnier",90,"Eve Plumb",258113,"Devin Ratray","Blue Ruin ","Amy Hargreaves","English","USA",1066167,2013,7.1,"Crime"
"Oren Peli",84,"Ashley Palmer",107917283,"Micah Sloat","Paranormal Activity ","Amber Armstrong","English","USA",15000,2007,6.3,"Horror"
"Terry Gilliam",91,"Michael Palin",1229197,"Eric Idle","Monty Python and the Holy Grail ","Terry Jones","English","UK",229575,1975,8.3,"Adventure"
"Sue Corcoran",96,"Sue Corcoran",11798,"Tony Doupe","Gory Gory Hallelujah ","David Frederick White","English","USA",100000,2003,4.7,"Comedy"
"Jonathan Caouette",88,"Jonathan Caouette",592014,"Greg Ayres","Tarnation ","Renee Leblanc","English","USA",218,2003,7.2,"Biography"
"Ray Griggs",92,"Chris Cox",425899,"Bill Farmer","I Want Your Money ","Mike Huckabee","English","USA",400000,2010,5.1,"Documentary"
"Tom Vaughan",101,"Andrew Daly",80276912,"Treat Williams","What Happens in Vegas ","Michelle Krusiec","English","USA",35000000,2008,6.1,"Comedy"
"Roger Nygard",86,"DeForest Kelley",617172,"Walter Koenig","Trekkies ","James Doohan","English","USA",375000,1997,7,"Documentary"
"Harry Beaumont",100,"Bessie Love",2808000,"Anita Page","The Broadway Melody ","Charles King","English","USA",379000,1929,6.3,"Musical"
"Franck Khalfoun",89,"Nora Arnezeder",12843,"America Olivo","Maniac ","Liane Balaban","English","France",6000000,2012,6.1,"Horror"
"Henry Alex Rubin",88,"Joe Bishop",1523883,"Mark Zupan","Murderball ","Andy Cohn","English","USA",1750211,2005,7.8,"Documentary"
"Sam Firstenberg",90,"Steve James",4000000,"Michael Dudikoff","American Ninja 2: The Confrontation ","Larry Poindexter","English","USA",350000,1987,4.7,"Action"
"John Carpenter",101,"Donald Pleasence",47000000,"Jamie Lee Curtis","Halloween ","P.J. Soles","English","USA",300000,1978,7.9,"Horror"
"Gavin O'Connor",102,"Janet McTeer",1281176,"Kimberly J. Brown","Tumbleweeds ","Lois Smith","English","USA",312000,1999,6.7,"Comedy"
"Gregory Widen",98,"Adam Goldberg",16115878,"Viggo Mortensen","The Prophecy ","Virginia Madsen","English","USA",8000000,1995,6.6,"Action"
"Peter Hedges",80,"Adrian Martinez",2360184,"Oliver Platt","Pieces of April ","Derek Luke","English","USA",300000,2003,7.1,"Comedy"
"Kelly Reichardt",76,"Lucy",255352,"Daniel London","Old Joy ","Will Oldham","English","USA",300000,2006,6.7,"Drama"
"Kelly Reichardt",80,"Lucy",856942,"John Robinson","Wendy and Lucy ","Will Oldham","English","USA",200000,2008,7.1,"Drama"
"Pan Nalin",102,"",16892,"","Ayurveda: Art of Being ","","English","India",300000,2001,7.6,"Documentary"
"Michael Roemer",95,"Gloria Foster",12438,"Yaphet Kotto","Nothing But a Man ","Ivan Dixon","English","USA",160000,1964,8.1,"Drama"
"Jesse Peretz",94,"Eli Marienthal",40542,"Robert John Burke","First Love, Last Rites ","Natasha Gregson Wagner","English","USA",300000,1997,5.5,"Drama"
"Eddie O'Flaherty",109,"Eddie Jones",5199,"Don Wallace","Fighting Tommy Riley ","Christina Chambers","English","USA",200000,2004,6.6,"Drama"
"Julie Taymor",133,"T.V. Carpio",24343673,"Jim Sturgess","Across the Universe ","Robert Clohessy","English","USA",45000000,2007,7.4,"Drama"
"Bruce Dellis",95,"Ricky Schroder",2468,"Tatyana Ali","Locker 13 ","Jon Polito","English","USA",300000,2014,4.8,"Thriller"
"Craig Zobel",90,"Matt Servitto",318622,"Dreama Walker","Compliance ","James McCaffrey","English","USA",270000,2012,6.4,"Biography"
"Kevin Smith",113,"Ethan Suplee",12006514,"Matt Damon","Chasing Amy ","Joey Lauren Adams","English","USA",250000,1997,7.3,"Comedy"
"Nicole Holofcener",91,"Brenda Blethyn",4186931,"Aunjanue Ellis","Lovely & Amazing ","Raven Goodwin","English","USA",250000,2001,6.9,"Comedy"
"Justin Lin",98,"Jason Tobin",3799339,"Parry Shen","Better Luck Tomorrow ","Collin Kahey","English","USA",250000,2002,7.2,"Crime"
"Maria Maggenti",94,"Laurel Holloman",1977544,"Nicole Ari Parker","The Incredibly True Adventure of Two Girls in Love ","Stephanie Berry","English","USA",250000,1995,6.5,"Comedy"
"Miguel Arteta",96,"Mike White",1050600,"Lupe Ontiveros","Chuck & Buck ","Chris Weitz","English","USA",250000,2000,6.6,"Comedy"
"Piyush Dinker Pandya",100,"Rizwan Manji",902835,"Purva Bedi","American Desi ","Anil Kumar","English","USA",250000,2001,6.7,"Comedy"
"Vincenzo Natali",90,"Julian Richings",489220,"David Hewlett","Cube ","Nicole de Boer","English","Canada",365000,1997,7.3,"Mystery"
"Emma-Kate Croghan",76,"Frances O'Connor",212285,"Radha Mitchell","Love and Other Catastrophes ","Matt Day","English","Australia",250000,1996,6.4,"Comedy"
"Bill Plympton",75,"Bill Martone",203134,"Charis Michelsen","I Married a Strange Person! ","Richard Spore","English","USA",250000,1997,7,"Animation"
"Greg Harrison",78,"Anne Archer",191309,"Amir Talai","November ","Nora Dunn","English","USA",150000,2004,5.5,"Drama"
"Drake Doremus",90,"Charlie Bewley",3388210,"Jennifer Lawrence","Like Crazy ","Finola Hughes","English","USA",250000,2011,6.7,"Drama"
"Allison Anders",92,"Rosanna Arquette",177840,"Ally Sheedy","Sugar Town ","John Doe","English","UK",250000,1999,6.1,"Comedy"
"Paul Schrader",99,"Gus Van Sant",49494,"Nolan Gerard Funk","The Canyons ","James Deen","English","USA",250000,2013,3.9,"Drama"
"Hilary Brougher",81,"Samantha Buck",18195,"James Urbaniak","The Sticky Fingers of Time ","Terumi Matthews","English","USA",250000,1997,6.3,"Sci-Fi"
"Tom Putnam",86,"Donald Austin",111300,"Brendan Doogie Milewski","Burn ","Craig Dougherty","English","USA",225000,2012,7.5,"Documentary"
"Jon Shear",106,"Josh Hamilton",1027119,"Dan Futterman","Urbania ","Matt Keeslar","English","USA",225000,2000,7,"Drama"
"Eugène Lourié",80,"Cecil Kellaway",5000000,"Kenneth Tobey","The Beast from 20,000 Fathoms ","Ross Elliott","English","USA",210000,1953,6.7,"Adventure"
"Doug Liman",96,"Alex Désert",4505922,"Jon Favreau","Swingers ","Blake Lindsley","English","USA",200000,1996,7.4,"Comedy"
"Maurizio Benazzo",85,"Jasper Johal",381225,"The Dalai Lama","Short Cut to Nirvana: Kumbh Mela ","Swami Krishnanad","English","USA",200000,2004,7.2,"Documentary"
"David G. Evans",101,"Chris Thomas",2428241,"Michael Joiner","The Grace Card ","Michael Higgenbottom","English","USA",200000,2010,6.4,"Drama"
"Ava DuVernay",97,"David Oyelowo",78030,"Omari Hardwick","Middle of Nowhere ","Lorraine Toussaint","English","USA",200000,2012,6.5,"Drama"
"Sherman Alexie",103,"Leo Rossi",174682,"William Joseph Elk III","The Business of Fancydancing ","Cynthia Geary","English","USA",200000,2002,6.9,"Drama"
"Justin Dillon",86,"Natasha Bedingfield",215185,"Matisyahu","Call + Response ","Madeleine Albright","English","USA",200000,2008,7.5,"Documentary"
"Steven Soderbergh",106,"David Costabile",32154410,"Channing Tatum","Side Effects ","Katie Lowes","English","USA",30000000,2013,7.1,"Crime"
"Ricki Stern",106,"Evelyn Jefferson",1111,"Darryl Hunt","The Trials of Darryl Hunt ","John Reeves","English","USA",200000,2006,7.7,"Crime"
"Andrew Haigh",97,"Chris New",469947,"Tom Cullen","Weekend ","Vauxhall Jermaine","English","UK",120000,2011,7.7,"Drama"
"Spike Lee",88,"Joie Lee",7137502,"S. Epatha Merkerson","She's Gotta Have It ","Tracy Camilla Johns","English","USA",175000,1986,6.5,"Comedy"
"Mike Cahill",92,"William Mapother",1316074,"Robin Lord Taylor","Another Earth ","Flint Beverage","English","USA",100000,2011,7,"Drama"
"Melvin Van Peebles",97,"Mario Van Peebles",15180000,"John Amos","Sweet Sweetback's Baadasssss Song ","Melvin Van Peebles","English","USA",500000,1971,5.5,"Crime"
"Gary Winick",78,"Aaron Stanford",2882062,"Bebe Neuwirth","Tadpole ","Ron Rifkin","English","USA",150000,2000,6.3,"Comedy"
"John Carney",85,"Markéta Irglová",9437933,"Glen Hansard","Once ","Darren Healy","English","Ireland",180000,2007,7.9,"Drama"
"Robinson Devor",88,"Eugene Roche",110720,"Marilyn Rising","The Woman Chaser ","Max Kerstein","English","USA",1200000,1999,7.3,"Comedy"
